date,open,high,low,close,volume
1995/09/25,36.25,36.25,35.88,35.88,5900
1995/09/26,36.13,36.38,36.13,36.25,19100
1995/09/27,36.75,37,36.75,36.88,11700
1995/09/28,36.75,37,36.63,36.63,9300
1995/09/29,38.13,38.38,38.13,38.13,7200
1995/10/02,37,37.25,37,37,21100
1995/10/03,37.13,37.38,37,37.13,25200
1995/10/04,37.5,37.88,37.5,37.88,4100
1995/10/05,38,38.38,38,38.38,17300
1995/10/06,38.38,38.75,38.38,38.63,24100
1995/10/09,38.25,38.5,38.25,38.5,20100
1995/10/10,38,38.25,37.88,38,13300
1995/10/11,38,38,37.75,38,2100
1995/10/12,37.88,37.88,37.63,37.88,2600
1995/10/13,37.5,37.63,37.38,37.63,13100
1995/10/16,37.88,38.38,37.88,38.38,84500
1995/10/17,38,38,37.63,38,126800
1995/10/18,37.75,37.75,37.63,37.75,78400
1995/10/19,37.75,37.75,37.5,37.5,56200
1995/10/20,37.88,38.25,37.88,37.88,18800
1995/10/23,38.38,38.38,38.13,38.25,23200
1995/10/24,38.13,38.25,38.13,38.13,16600
1995/10/25,37.38,37.63,37.38,37.63,33000
1995/10/26,37.25,37.5,37.25,37.25,6400
1995/10/27,36.75,36.75,36.5,36.75,2300
1995/10/30,37.13,37.13,36.88,37.13,5600
1995/10/31,36.88,37.25,36.88,37.13,5200
1995/11/01,36.88,37.13,36.88,36.88,2500
1995/11/02,37.25,37.25,36.75,36.75,35500
1995/11/03,37,37,36.75,36.88,7900
1995/11/06,37.13,37.38,37,37.13,83100
1995/11/07,37.38,37.63,37.25,37.63,22800
1995/11/08,37.75,38,37.63,37.75,4400
1995/11/09,38,38.38,38,38.13,11900
1995/11/10,38.75,39.13,38.75,38.88,18500
1995/11/13,39,39,38.63,39,12200
1995/11/14,38.38,38.38,38.13,38.25,9800
1995/11/15,38,38.25,38,38.25,5800
1995/11/16,38.25,38.5,38.13,38.5,23100
1995/11/17,38.5,38.63,38.25,38.25,7100
1995/11/20,38.38,38.63,38.38,38.63,3800
1995/11/21,38.75,38.75,38.5,38.75,11200
1995/11/22,38.75,39,38.75,38.88,6500
1995/11/24,38.88,39.13,38.88,39.13,2900
1995/11/27,38.88,39.13,38.88,39.13,14200
1995/11/28,39,39.25,39,39.25,6200
1995/11/29,39.13,39.38,39.13,39.38,15700
1995/11/30,39.38,39.63,39.38,39.38,5500
1995/12/01,39.63,40,39.63,40,7100
1995/12/04,40.13,40.5,40.13,40.5,11300
1995/12/05,40.13,40.13,39.88,39.88,13700
1995/12/06,40.13,40.13,39.75,39.75,9900
1995/12/07,40.13,40.38,40.13,40.13,7300
1995/12/08,40.5,40.5,40.25,40.5,6300
1995/12/11,40.5,40.5,40.25,40.25,3200
1995/12/12,40.5,40.63,40.5,40.63,9900
1995/12/13,40.25,40.5,40.25,40.25,2200
1995/12/14,40.88,41.5,40.88,41.38,30600
1995/12/15,41.25,41.5,41.25,41.38,6500
1995/12/18,41.25,41.5,41.25,41.25,5700
1995/12/19,41.13,41.25,41.13,41.13,5600
1995/12/20,41.25,41.38,41.13,41.38,18800
1995/12/21,41.5,41.63,41.38,41.5,5200
1995/12/22,41.88,42.13,41.75,41.75,11500
1995/12/26,42.13,42.13,41.75,42.13,9900
1995/12/27,42,42,41.75,42,12700
1995/12/28,42,42.13,41.75,42.13,15900
1995/12/29,42.25,42.5,42.25,42.25,49800
1996/01/02,42.25,42.5,42.25,42.5,5900
1996/01/03,42.38,42.5,42.25,42.38,30000
1996/01/04,42.5,43.88,42.38,43.63,70500
1996/01/05,43.63,43.75,43.5,43.75,31100
1996/01/08,43.5,43.5,43.44,43.5,9700
1996/01/09,43.5,43.63,43.25,43.63,25100
1996/01/10,43.5,43.5,43.25,43.25,13500
1996/01/11,42.88,43.25,42.88,43.19,21600
1996/01/12,42.13,42.25,41.88,42.25,73100
1996/01/15,42,42.5,42,42.5,34100
1996/01/16,42.5,42.75,42.5,42.5,13700
1996/01/17,43.25,43.25,42.88,43.25,14900
1996/01/18,43.25,43.25,42.88,43.25,10700
1996/01/19,43.25,43.25,43,43,27900
1996/01/22,42.5,42.88,42.5,42.88,16100
1996/01/23,42.38,42.63,42.38,42.63,11100
1996/01/24,42.38,42.5,42.25,42.38,17000
1996/01/25,42.38,42.5,42.38,42.38,9100
1996/01/26,42.75,42.75,42.38,42.63,7200
1996/01/29,42.75,43.05,42.75,43,12700
1996/01/30,42.88,43.25,42.88,43.25,117300
1996/01/31,43.25,43.25,43,43.25,9300
1996/02/01,43.13,43.5,43.13,43.13,24500
1996/02/02,43.13,43.38,43.13,43.25,28300
1996/02/05,43.5,43.88,43.25,43.88,82000
1996/02/06,43.88,44,43.88,43.88,37400
1996/02/07,44,44,43.63,43.88,36300
1996/02/08,43.63,43.63,43.38,43.63,12500
1996/02/09,43.38,43.38,43,43.25,6600
1996/02/12,43,43.38,43,43.25,2400
1996/02/13,43.13,43.13,43,43,17300
1996/02/14,43.25,43.5,43.25,43.5,7800
1996/02/15,43.5,43.88,43.5,43.5,20900
1996/02/16,44,44.25,43.88,44.25,22200
1996/02/21,43.5,43.5,43.25,43.38,26100
1996/02/22,43.25,43.38,43.13,43.38,10000
1996/02/23,43,43,42.75,43,14800
1996/02/26,43.25,43.5,43.25,43.25,14600
1996/02/27,43.25,43.25,43,43,85700
1996/02/28,42.75,43,42.75,42.75,37300
1996/02/29,42.88,43,42.88,42.88,62900
1996/03/01,43,43,42.75,42.75,37900
1996/03/05,42.63,42.75,42.5,42.75,27900
1996/03/06,42.5,42.63,42.38,42.38,20400
1996/03/07,42,42,41.88,41.88,22400
1996/03/08,41.63,41.88,41.5,41.5,18900
1996/03/11,41.5,41.5,41.25,41.25,11300
1996/03/12,41.75,41.88,41.63,41.88,7200
1996/03/13,41.75,42.13,41.75,42.13,7700
1996/03/14,41.88,42.13,41.88,41.88,28400
1996/03/15,42.25,42.63,42.25,42.38,35400
1996/03/18,42.63,42.63,42.38,42.63,50400
1996/03/19,42.75,43,42.75,43,46100
1996/03/20,42.75,43.13,42.75,43.13,18500
1996/03/21,43.63,43.88,43.63,43.63,19800
1996/03/22,43.5,43.75,43.5,43.75,15400
1996/03/25,44.5,44.75,44.5,44.5,37500
1996/03/26,44.38,44.63,44.38,44.63,7400
1996/03/27,44.38,44.63,44.38,44.5,20100
1996/03/28,44.5,44.5,44.38,44.5,12600
1996/03/29,44.38,44.5,44.38,44.5,10600
1996/04/01,44.25,44.25,44,44.25,5100
1996/04/02,44.13,44.13,43.88,44.13,14800
1996/04/03,44.13,44.13,43.88,44.13,7800
1996/04/04,43.88,44,43.88,44,18900
1996/04/08,43.63,43.63,43.25,43.5,11600
1996/04/09,43.63,43.75,43.38,43.75,41800
1996/04/10,43.63,43.75,43.5,43.75,41000
1996/04/11,43.38,43.75,43.38,43.75,16600
1996/04/12,43.38,43.5,43.38,43.5,6500
1996/04/15,43.5,43.63,43.38,43.63,51600
1996/04/16,43.5,43.63,43.38,43.63,31900
1996/04/17,43.63,43.63,43.5,43.63,10800
1996/04/18,43.63,43.75,43.63,43.75,5800
1996/04/19,44,44.13,44,44.13,2900
1996/04/22,44.5,44.88,44.5,44.88,21500
1996/04/23,44.88,44.88,44.63,44.88,38500
1996/04/24,44.63,44.75,44.5,44.5,30500
1996/04/25,44.5,44.63,44.5,44.5,14200
1996/04/26,44.88,45,44.75,44.75,26500
1996/04/29,45,45.5,45,45.5,27400
1996/04/30,45.63,45.63,45.5,45.5,30600
1996/05/01,45.25,45.5,45.25,45.25,6000
1996/05/02,45.13,45.38,45.13,45.38,11700
1996/05/03,45.13,45.38,45.13,45.13,4300
1996/05/06,45.13,45.38,45.13,45.13,3900
1996/05/07,44.63,44.88,44.38,44.38,16700
1996/05/08,44.75,44.88,44.75,44.75,13400
1996/05/09,44.75,45,44.75,45,6500
1996/05/10,44.75,44.88,44.75,44.88,9500
1996/05/13,44.38,44.5,44.38,44.5,9500
1996/05/14,44.38,44.63,44.38,44.38,11000
1996/05/15,44.63,44.63,44.38,44.63,7900
1996/05/16,44.38,44.63,44.38,44.38,7700
1996/05/17,44.5,44.5,44.25,44.25,11900
1996/05/20,44.13,44.38,44.13,44.38,19000
1996/05/21,44.13,44.38,44.13,44.13,9200
1996/05/22,45,45.13,44.88,45.13,13700
1996/05/23,44.75,44.75,44.5,44.75,3900
1996/05/24,44.75,44.75,44.5,44.75,7400
1996/05/28,44.63,44.88,44.63,44.63,11600
1996/05/29,45,45,44.75,44.81,9100
1996/05/30,45.5,45.75,45.5,45.75,7100
1996/05/31,45.5,45.75,45.5,45.75,8800
1996/06/03,45.5,45.75,45.5,45.5,7900
1996/06/04,46,46.25,46,46.25,15100
1996/06/05,46.88,46.88,46.63,46.63,12400
1996/06/07,45.75,46.38,45.75,45.75,8500
1996/06/10,45.5,45.75,45.5,45.63,26400
1996/06/11,46.13,46.13,45.88,46.13,5700
1996/06/12,46.25,46.5,46.25,46.5,7700
1996/06/13,47.5,47.5,47.25,47.5,32200
1996/06/14,47.88,48.25,47.88,48.25,34600
1996/06/17,47.75,47.75,47.5,47.75,10400
1996/06/18,48.38,48.5,48.38,48.5,38000
1996/06/19,48.75,48.88,48.63,48.63,30800
1996/06/20,48.75,48.75,48.63,48.75,6000
1996/06/21,49.5,49.63,49.38,49.38,52100
1996/06/24,51,51.13,50.75,51,81800
1996/06/25,50.5,50.75,50.5,50.75,24600
1996/06/26,50.72,50.75,50.5,50.75,11200
1996/06/27,50.75,51.13,50.75,51.13,21100
1996/06/28,50.13,50.13,50,50.13,47300
1996/07/01,49.13,49.13,48.88,49.13,25100
1996/07/02,48.25,48.38,48.13,48.38,29100
1996/07/03,48.38,48.38,48.13,48.38,10000
1996/07/05,48.5,48.75,48.5,48.5,16100
1996/07/08,48.38,48.5,48.38,48.5,10700
1996/07/09,49,49,48.63,49,35100
1996/07/10,48.25,48.25,48,48.25,10400
1996/07/11,48.13,48.13,47.88,47.88,31700
1996/07/12,47,47.38,47,47.13,23300
1996/07/15,47.25,47.38,47.13,47.13,4800
1996/07/16,47.75,47.75,47.5,47.5,53800
1996/07/17,47.25,47.38,47.13,47.25,40300
1996/07/18,47.5,47.88,47.5,47.63,22700
1996/07/19,47.13,47.13,46.88,47,5800
1996/07/22,45.38,45.38,45.13,45.38,20800
1996/07/24,45.13,45.38,45,45.13,17600
1996/07/25,45.5,45.88,45.5,45.88,7200
1996/07/26,46.88,46.88,46.63,46.88,4800
1996/07/29,47.25,47.5,47.25,47.38,28200
1996/07/30,47.75,47.75,47.5,47.75,2000
1996/07/31,48.5,48.5,48.38,48.5,3300
1996/08/01,49.63,49.88,49.63,49.88,16200
1996/08/02,50,50,49.75,49.75,44400
1996/08/05,50.25,50.5,50.25,50.25,11700
1996/08/06,49.88,50.13,49.88,49.88,9900
1996/08/07,48.75,48.75,48.63,48.75,7100
1996/08/08,48.75,49,48.63,48.63,56800
1996/08/09,48.63,48.63,48.38,48.38,21700
1996/08/12,48.75,49,48.75,48.75,9700
1996/08/13,49.25,49.25,48.75,48.75,55700
1996/08/14,49,49,48.75,49,17800
1996/08/15,48.88,48.88,48.63,48.88,24700
1996/08/16,48.63,48.88,48.38,48.5,10100
1996/08/19,48.75,49,48.75,48.75,11700
1996/08/20,49.25,49.38,49.13,49.13,11300
1996/08/21,49.88,50,49.88,49.88,14700
1996/08/22,49.88,50.13,49.88,49.88,4300
1996/08/23,49.88,50,49.88,49.88,8000
1996/08/26,49.88,50.06,49.88,50,30600
1996/08/27,49.5,49.75,49.5,49.5,7000
1996/08/28,49,49.25,49,49,14000
1996/08/29,49,49.13,49,49.13,2300
1996/08/30,48.38,48.38,48.13,48.13,2900
1996/09/03,48,48.13,48,48.13,17100
1996/09/04,48.13,48.25,47.88,48.13,124000
1996/09/05,48.63,48.63,48.38,48.56,19100
1996/09/06,48.63,48.63,48.38,48.63,4800
1996/09/09,48.63,48.63,48.38,48.5,43800
1996/09/10,48.88,49.13,48.88,48.88,5400
1996/09/11,49,49,48.88,49,5800
1996/09/12,48.88,49.25,48.88,48.88,4700
1996/09/13,49.13,49.5,49.13,49.5,8800
1996/09/16,49.25,49.5,49.25,49.5,8000
1996/09/17,50.25,50.63,50.25,50.25,10100
1996/09/18,50.38,50.63,50.25,50.63,7200
1996/09/19,50.75,51,50.75,50.75,11600
1996/09/20,50.5,50.75,50.5,50.75,22000
1996/09/23,50.38,50.75,50.38,50.63,7300
1996/09/24,50.25,50.75,50.25,50.75,109700
1996/09/25,50.75,50.75,50.38,50.5,12400
1996/09/26,50.75,51,50.63,50.88,39600
1996/09/27,51.13,51.5,51.13,51.5,17300
1996/09/30,51.13,51.25,51,51.25,9900
1996/10/01,51.75,51.75,51.38,51.63,6900
1996/10/02,51.38,51.38,51.13,51.13,11900
1996/10/03,50.63,50.63,50.38,50.63,4800
1996/10/04,49.5,49.63,49.38,49.63,338200
1996/10/07,49.25,49.25,49,49.25,152100
1996/10/08,48.38,48.38,48,48,192000
1996/10/09,48,48.25,48,48,37600
1996/10/10,48.25,48.25,48,48.25,3600
1996/10/11,48.25,48.38,48.25,48.38,20600
1996/10/14,48.75,49,48.75,49,85900
1996/10/15,49.13,49.5,49.13,49.25,35700
1996/10/16,49.5,49.5,49.13,49.5,7900
1996/10/17,49.63,49.63,49.38,49.38,3300
1996/10/18,49.63,50,49.63,50,7100
1996/10/21,49,49.25,49,49.25,11600
1996/10/22,48.63,48.63,48.38,48.63,17900
1996/10/23,48,48,47.63,47.88,45800
1996/10/24,48.25,48.38,48,48.38,11500
1996/10/25,47.63,47.75,47.5,47.75,8400
1996/10/28,47.5,47.63,47.38,47.38,8300
1996/10/29,48,48,47.88,48,8000
1996/10/30,47.75,48,47.75,48,13500
1996/10/31,47.5,47.5,47.25,47.5,8200
1996/11/01,47.88,48.25,47.88,48.25,27600
1996/11/04,48.25,48.25,48.13,48.13,7200
1996/11/05,48.13,48.13,47.88,48.13,14300
1996/11/06,48.88,48.88,48.75,48.88,4600
1996/11/07,49.88,49.88,49.75,49.88,11300
1996/11/08,50.63,51.13,50.63,50.88,126700
1996/11/11,50.88,50.88,50.25,50.5,19000
1996/11/12,50.88,50.88,50.63,50.63,6600
1996/11/13,50.63,51,50.63,51,5200
1996/11/14,50.88,51.25,50.88,51.25,29100
1996/11/15,51.5,51.75,51.5,51.75,33900
1996/11/18,51.63,51.63,51.38,51.63,8500
1996/11/19,51.88,52.13,51.88,52.13,11000
1996/11/20,53.13,53.13,52.75,53.13,13400
1996/11/21,53,53.25,53,53.13,20000
1996/11/22,53.5,53.63,53.25,53.63,6600
1996/11/25,54.25,54.5,54.13,54.13,81200
1996/11/26,54.25,54.5,54.13,54.25,6800
1996/11/27,55.25,55.63,55,55.25,36000
1996/11/28,55.25,55.25,55.25,55.25,36000
1996/11/29,54.63,54.88,54.63,54.63,5100
1996/12/02,53.5,53.5,53.13,53.5,7200
1996/12/03,52.75,53,52.75,52.75,7600
1996/12/04,53.75,54.13,53.75,54.13,11300
1996/12/05,57,57.38,57,57.13,26400
1996/12/06,56.13,56.5,56.13,56.13,15200
1996/12/09,57.25,57.63,57.25,57.63,38700
1996/12/10,57.88,57.88,57.63,57.63,9400
1996/12/11,57,57,56,56,58500
1996/12/12,55.88,55.88,55.5,55.5,4900
1996/12/13,55.25,55.5,55.13,55.13,32500
1996/12/16,55.38,55.38,55.25,55.25,9200
1996/12/17,55.25,55.5,55.25,55.25,65400
1996/12/18,54.63,54.88,54.63,54.88,7600
1996/12/19,55,55,54.63,55,30500
1996/12/20,56.38,56.38,56.13,56.38,40000
1996/12/23,56.38,56.5,56.25,56.5,9500
1996/12/24,55.5,55.88,55.5,55.5,1300
1996/12/26,57,57.25,56.88,57.25,3500
1996/12/27,57.5,57.5,57.25,57.25,5600
1996/12/30,57.5,57.5,57.25,57.5,9500
1996/12/31,57.5,57.5,57.25,57.5,1200
1997/01/02,57.5,57.5,57.19,57.25,45200
1997/01/03,57.5,57.5,57.13,57.13,9000
1997/01/06,57.75,57.88,57.5,57.5,14300
1997/01/07,57.13,57.13,56.88,57.13,4700
1997/01/08,56.5,56.63,56.25,56.5,3600
1997/01/09,55,55.25,54.88,55.25,24700
1997/01/10,53.5,53.5,53.13,53.13,153200
1997/01/13,53.5,53.5,53.25,53.25,27800
1997/01/14,55.13,55.38,54.88,54.88,37100
1997/01/15,54.88,55.13,54.88,55.13,12000
1997/01/16,55.38,55.38,55,55,68200
1997/01/17,55.13,55.13,54.88,55.13,105300
1997/01/20,53.88,53.88,53.5,53.75,7100
1997/01/21,54.13,54.25,53.88,54.25,20000
1997/01/22,54.5,54.75,54.38,54.75,54300
1997/01/23,54.38,54.5,54.25,54.5,30400
1997/01/24,54.25,54.63,54.25,54.25,292000
1997/01/27,53.63,53.63,53.25,53.63,10000
1997/01/28,53.38,53.5,53.13,53.5,240300
1997/01/29,53.38,53.38,53.13,53.13,25700
1997/01/30,52.13,52.13,51.75,52.13,35200
1997/01/31,51.75,51.75,51.5,51.75,17600
1997/02/03,50.75,50.75,50.5,50.75,17100
1997/02/04,50.38,50.63,50.38,50.63,18300
1997/02/05,50,50.25,50,50.25,55400
1997/02/06,50.25,50.25,50,50,9500
1997/02/07,50.63,51,50.5,51,8800
1997/02/10,53.13,53.13,52.75,53.13,39100
1997/02/11,53,53.13,52.75,53.13,24000
1997/02/12,54.38,54.38,54,54.13,17000
1997/02/13,54.88,55.5,54.88,55.5,44700
1997/02/14,55.5,55.63,55.38,55.38,24300
1997/02/18,54.75,54.88,54.5,54.88,38100
1997/02/19,53.25,53.63,53.25,53.63,35200
1997/02/20,54.13,54.38,54.13,54.25,22900
1997/02/21,54.13,54.13,53.88,53.88,9500
1997/02/24,52.63,52.63,52.63,52.63,18000
1997/02/25,52.63,52.63,52.63,52.63,18000
1997/02/26,51.88,51.88,51.5,51.88,3200
1997/02/27,52.63,52.63,52.25,52.38,14300
1997/02/28,51.13,51.5,51.13,51.5,17700
1997/03/03,51.38,51.75,51.38,51.38,5100
1997/03/04,52.38,52.38,52,52.13,40700
1997/03/05,52,52.13,51.75,52.13,54100
1997/03/06,51,51.13,50.88,51.13,37900
1997/03/07,50.75,50.88,50.63,50.88,4700
1997/03/10,51,51,50.63,51,29700
1997/03/11,50.88,51.25,50.88,51,6700
1997/03/12,51.25,51.25,50.88,50.88,13500
1997/03/13,50.63,50.88,50.25,50.25,26900
1997/03/14,50.13,50.38,50,50.38,3200
1997/03/17,50.38,50.38,50,50,3400
1997/03/18,51.13,51.13,50.88,51.13,7000
1997/03/19,51,51,50.75,50.75,6500
1997/03/20,51.13,51.13,50.75,50.75,2800
1997/03/21,50.75,51.13,50.75,51.13,6300
1997/03/24,50.13,50.13,49.88,49.88,14400
1997/03/25,50.25,50.25,50,50.25,15400
1997/03/26,50.13,50.13,49.75,50.13,18400
1997/03/27,50.13,50.38,50,50,4200
1997/03/31,50.44,50.63,50.25,50.5,90700
1997/04/01,50.5,51.38,50.5,51.13,48500
1997/04/02,51.75,51.75,51.5,51.5,31800
1997/04/03,51.5,52,51.5,51.88,51400
1997/04/07,51.38,52.38,51.38,52.25,24300
1997/04/08,54.63,55,54.63,55,43600
1997/04/09,54.75,54.75,54.38,54.44,21700
1997/04/11,54,54,53.75,53.75,10600
1997/04/14,53.25,53.25,53,53.25,5500
1997/04/15,53.5,53.5,53.13,53.5,9900
1997/04/16,53.5,53.63,53.25,53.63,15700
1997/04/17,53.5,53.5,53,53.13,17800
1997/04/21,53.5,53.5,53.38,53.38,3000
1997/04/22,52.75,53.25,52.75,53.25,8500
1997/04/23,54.25,54.38,54.13,54.13,12500
1997/04/24,55.75,56,55.63,55.75,64700
1997/04/25,57,57,56.63,56.63,55200
1997/04/28,56.38,56.75,56.38,56.38,15400
1997/04/29,56.75,56.88,56.38,56.88,27900
1997/04/30,57.88,58,57.75,57.75,19300
1997/05/02,60,60.63,60,60.5,40100
1997/05/05,60.38,60.88,60.25,60.88,45000
1997/05/06,64,64.38,63.75,63.88,111300
1997/05/07,63.25,63.25,62.38,62.63,87200
1997/05/08,63.5,63.5,62.25,63.25,48200
1997/05/09,62.75,62.88,62.25,62.5,61700
1997/05/12,62.75,63,62.5,62.94,56500
1997/05/13,61.5,61.88,61.38,61.5,93200
1997/05/14,61.5,61.88,61.5,61.88,32600
1997/05/15,60.88,61.13,60.75,61.13,38800
1997/05/16,61.63,61.88,61.5,61.5,24100
1997/05/19,62.63,63,62.63,62.88,24700
1997/05/20,62.63,63,62.63,62.88,19600
1997/05/21,60,60,58.88,59,125600
1997/05/22,57.63,58.38,57.63,57.81,147400
1997/05/23,59.13,59.13,58.75,58.75,48900
1997/05/27,60.38,60.38,60,60,23400
1997/05/28,60.88,61,60.63,60.63,19800
1997/05/29,59.5,59.5,59.25,59.5,9100
1997/05/30,59.13,59.13,57,57.5,55100
1997/06/02,58.63,58.88,58.63,58.75,10700
1997/06/03,59.13,59.38,58.88,58.94,8400
1997/06/04,59.25,59.75,59.25,59.5,23800
1997/06/05,59.25,59.25,58.88,58.88,5700
1997/06/10,59.5,59.5,59.13,59.13,24700
1997/06/11,59.38,59.38,59,59.38,7500
1997/06/12,58.5,58.88,58.5,58.88,53300
1997/06/13,58.88,59.25,58.88,59.25,10900
1997/06/16,60,60.13,59.75,60.13,16800
1997/06/17,60.13,60.13,59.63,59.88,78200
1997/06/18,59.25,59.25,58.88,59,14600
1997/06/19,58.13,58.25,57.75,58,43500
1997/06/20,58.5,58.63,58.13,58.63,23300
1997/06/23,58.38,58.38,58.13,58.13,15000
1997/06/24,59,59.13,58.63,59.13,22100
1997/06/25,60.38,60.63,60.13,60.5,25700
1997/06/26,59.63,59.63,59.25,59.63,2800
1997/06/27,58.5,59.13,58.13,58.75,24600
1997/06/30,58.88,59.25,58.88,59.25,17100
1997/07/01,58.25,58.25,57.88,58.25,600
1997/07/02,59,59.25,58.75,59.25,4000
1997/07/03,58.38,58.75,58.38,58.75,3800
1997/07/07,57.13,57.13,56.75,56.75,29400
1997/07/08,57.13,57.13,56.75,57.13,12000
1997/07/09,57.63,57.63,57.25,57.25,8400
1997/07/10,57.13,57.5,57.13,57.5,7800
1997/07/11,58,58.25,58,58,6400
1997/07/14,58.5,58.5,58.38,58.38,3800
1997/07/15,58.75,58.88,58.38,58.44,15100
1997/07/16,59.75,59.75,59.38,59.75,10500
1997/07/17,60.63,60.63,60.25,60.63,25300
1997/07/18,59.5,59.63,59.38,59.63,10100
1997/07/21,59.13,59.38,59.13,59.13,2200
1997/07/23,60.38,60.38,59.88,59.88,5100
1997/07/24,60.5,61,60.5,60.75,5500
1997/07/25,60.88,61,60.75,60.75,36400
1997/07/29,61.75,61.75,61.25,61.75,22800
1997/07/30,61.38,61.5,61.25,61.25,32900
1997/07/31,61.63,61.88,61.38,61.38,28100
1997/08/01,59.38,59.75,59.25,59.75,22900
1997/08/04,55.38,56.13,55.38,56.13,59900
1997/08/05,53.5,53.63,53.13,53.63,66800
1997/08/06,54.69,55.38,54.38,55.25,91600
1997/08/07,54.88,55.25,54.88,55.13,13900
1997/08/08,56.25,56.5,56,56,31600
1997/08/11,54.13,54.63,54.13,54.63,21300
1997/08/12,54.13,54.13,53.75,53.88,9900
1997/08/13,53.75,53.75,53.38,53.75,17100
1997/08/14,56.13,56.13,55.75,55.75,68900
1997/08/15,56.88,56.88,56.38,56.5,30800
1997/08/18,56.38,56.75,56.38,56.75,21900
1997/08/19,56,56,55.63,56,6900
1997/08/20,55.75,55.75,55.25,55.75,19000
1997/08/21,53.75,53.75,53.25,53.63,25900
1997/08/22,52.63,52.63,52.13,52.63,133800
1997/08/25,52.38,52.88,52.38,52.88,26400
1997/08/26,54.25,54.63,54,54,40300
1997/08/27,52.88,52.88,52.38,52.75,18900
1997/08/28,53,53.38,52.88,52.88,5100
1997/08/29,53,53,52.75,52.75,1200
1997/09/02,52.5,52.88,52.25,52.88,47700
1997/09/03,54.88,55,54.63,54.75,17400
1997/09/04,55.75,55.88,55.38,55.63,24000
1997/09/05,55,55.38,55,55.38,21000
1997/09/08,54.88,55.25,54.88,55.25,2900
1997/09/10,56,56.25,56,56,5900
1997/09/11,55.63,55.63,54.88,54.88,17600
1997/09/12,55,55.25,54.75,54.88,14000
1997/09/15,54.88,55.38,54.88,55,1700
1997/09/16,55.38,56.25,55.38,56.25,30400
1997/09/17,55.75,56,55.5,55.5,15400
1997/09/18,56.75,57,56.75,57,9100
1997/09/19,58.88,58.88,58.38,58.75,26000
1997/09/22,60.88,60.88,60.63,60.63,10000
1997/09/23,60.75,61,60.75,60.75,33800
1997/09/24,62.5,63,62.5,62.56,28500
1997/09/25,61.5,61.5,61.25,61.25,27100
1997/09/26,60.25,60.63,60.13,60.63,30100
1997/09/29,60.5,60.5,60.13,60.13,4500
1997/09/30,61.13,61.25,60.88,61,18800
1997/10/01,61.25,61.38,60.88,61.38,20700
1997/10/02,60.63,60.63,60.38,60.63,6100
1997/10/03,60.88,60.88,60.38,60.63,16300
1997/10/06,60.88,61,60.75,61,6300
1997/10/07,60,60,59.63,59.63,4100
1997/10/08,60.63,61,60.5,60.5,2900
1997/10/09,60.38,60.75,60.38,60.75,8500
1997/10/10,60.5,60.88,60.5,60.5,4200
1997/10/13,60.5,60.88,60.5,60.88,2500
1997/10/14,61,61,60.75,61,10400
1997/10/15,62.75,63,62.63,63,19200
1997/10/16,65,65,64.13,64.13,46800
1997/10/17,64.88,65,64,64.5,30300
1997/10/20,63.13,63.63,63.13,63.63,13900
1997/10/21,63.38,63.75,63.38,63.75,9100
1997/10/22,63.88,63.88,62.88,63.38,14000
1997/10/23,60,60.13,58.88,59.13,63500
1997/10/24,60.25,60.5,59.69,59.69,45400
1997/10/27,59.5,59.75,57.13,57.25,49000
1997/10/28,56.88,60.25,56.75,60.19,75300
1997/10/29,59.5,59.75,58.88,59.25,24700
1997/10/30,57.25,57.25,56,56,38200
1997/10/31,56,56.5,56,56.25,17400
1997/11/03,56.38,57.75,56.25,57.75,44100
1997/11/04,55,55.38,54.38,54.75,28600
1997/11/05,53.88,53.88,53.63,53.75,47900
1997/11/06,54,54,53.75,54,7900
1997/11/07,52.5,52.5,51.75,52.38,27700
1997/11/10,52.5,53.25,52.5,52.88,22800
1997/11/11,53.38,53.5,53,53.5,7300
1997/11/12,52.75,52.75,51.88,51.88,18800
1997/11/13,53.25,53.63,52.75,53.63,30400
1997/11/14,51.75,53.63,51.75,53.44,49200
1997/11/17,54.75,54.88,54.38,54.38,16900
1997/11/18,55,55,53.88,54.25,19700
1997/11/19,53,53.75,52.88,53.75,19500
1997/11/20,54.63,55.25,54.13,55.25,10000
1997/11/21,57,57,53.88,54.94,138700
1997/11/24,54.38,54.88,54,54.25,34200
1997/11/26,56,56.88,56,56.75,66700
1997/11/28,57.5,57.63,57.25,57.38,10400
1997/12/01,57.88,58,57.38,57.88,14800
1997/12/02,57.5,57.75,57.38,57.38,8400
1997/12/03,56.88,57,56.5,56.88,21500
1997/12/04,56.38,56.38,55.88,56,4500
1997/12/05,56.5,56.88,56.5,56.75,17300
1997/12/08,56,56.38,55.88,56.13,7600
1997/12/09,57.13,57.25,56.88,57.13,48900
1997/12/10,57.88,57.88,57.13,57.13,26800
1997/12/11,56.63,56.75,56.13,56.75,31100
1997/12/12,56.25,56.38,55.88,56.25,27500
1997/12/15,57,57.38,56.75,57.25,13200
1997/12/16,55.88,56.13,55.63,55.88,27000
1997/12/17,57.59,57.59,56.94,56.94,27700
1997/12/18,57.25,57.25,55.38,55.75,39500
1997/12/19,55.38,55.75,55,55.5,20400
1997/12/22,53.63,53.94,53.25,53.94,43300
1997/12/23,53.69,54.13,53.63,54,9700
1997/12/24,54.5,54.88,54.5,54.5,1800
1997/12/26,56.63,56.63,56.25,56.38,3500
